country,city,year,aqi,pm2.5,pm10,deforestation_rate_%,afforestation_rate_%,vehicles_increase_%,industries_increase_%,env_budget_million_usd,population_density_per_sqkm,co2_emissions_mt,green_space_ratio_%,avg_life_expectancy_index,vehicles_per_density,green_space_per_capita
Argentina,Cordoba,2014,95.77,56.35,85.27,0.77,2.31,13.94,4.94,257.56,2494.84,203.71,43.68,79.13,0.005587532667425565,0.017508136794343526
Argentina,Cordoba,2014,180.64,107.88,174.99,4.29,0.36,10.47,3.56,104.16,10528.19,167.0,26.25,73.17,0.0009944729340940846,0.0024933060668547963
Argentina,Cordoba,2014,106.05,52.25,107.36,1.39,1.04,13.18,5.27,399.15,1531.75,174.92,40.21,78.73,0.008604537293944834,0.026251020075077527
Argentina,Cordoba,2014,61.17,29.12,49.08,2.71,1.89,11.43,3.28,263.73,1344.26,145.74,41.61,81.45,0.008502819395057504,0.030953833335813013
Argentina,Cordoba,2014,148.03,70.18,152.65,4.36,0.56,13.63,6.37,350.01,1046.88,218.93,36.28,75.83,0.013019639309185389,0.034655356869937336
Argentina,Cordoba,2014,72.04,50.13,65.29,3.14,1.56,5.26,9.13,314.8,2380.43,178.72,39.15,80.83,0.002209684804846183,0.016446608385879864
Argentina,Cordoba,2014,103.96,61.73,75.89,3.87,2.61,5.91,3.97,162.96,3524.92,127.33,40.42,78.4,0.0016766337959443051,0.011466926908979495
Argentina,Cordoba,2014,131.05,60.58,135.78,2.84,1.31,5.05,4.41,83.9,5480.94,131.43,35.62,76.43,0.0009213748006728774,0.006498885227716414
Argentina,Cordoba,2014,153.94,69.23,155.22,2.01,0.55,11.66,6.28,264.57,4802.53,184.01,34.85,75.27,0.0024278869679106637,0.007256591838052028
Argentina,Cordoba,2014,116.75,73.61,95.1,0.54,1.03,8.09,7.72,149.25,8764.69,191.47,33.77,77.52,0.0009230218068180391,0.0038529600020080577
Argentina,Cordoba,2014,164.31,108.86,132.43,0.56,0.78,12.63,6.78,270.89,11967.41,229.35,29.83,74.59,0.0010553661987013063,0.0024926028271781446
Argentina,Cordoba,2014,80.87,52.44,72.74,1.75,1.58,6.76,8.4,358.15,5592.51,184.77,37.39,80.32,0.0012087595730718406,0.006685727875318953
Argentina,Cordoba,2014,104.38,62.28,93.74,2.86,1.02,4.48,6.19,174.34,5979.88,130.12,34.21,78.39,0.0007491789132892299,0.005720850585630481
Argentina,Cordoba,2014,142.48,77.65,135.94,3.73,2.43,10.22,8.82,306.82,9541.6,224.83,34.02,76.11,0.0010710991867192085,0.003565439758531064
Argentina,Cordoba,2014,142.22,88.77,138.29,1.61,1.26,12.71,7.04,65.75,11864.35,239.34,30.3,75.65,0.0010712765553949437,0.0025538693649462467
Argentina,Cordoba,2014,123.31,50.72,86.49,2.59,0.63,4.98,5.17,349.49,13390.8,151.72,25.9,77.48,0.000371897123398154,0.0019341637542193149
Argentina,Cordoba,2014,198.82,122.77,179.11,3.42,0.38,10.88,8.1,171.88,12014.42,233.62,25.71,72.09,0.0009055784632133719,0.0021399285192293927
Argentina,Cordoba,2014,87.72,42.71,63.3,2.58,0.94,5.96,8.37,115.4,2028.02,178.54,38.2,79.38,0.0029388270332639716,0.018836106152799282
Argentina,Cordoba,2014,148.72,103.81,159.62,4.04,0.96,8.75,3.39,122.55,12745.01,150.33,26.1,75.33,0.0006865432039676705,0.0020478602998349944
Argentina,Cordoba,2014,149.28,68.87,159.39,3.59,1.5,7.02,4.9,79.37,13811.17,169.96,27.11,75.21,0.0005082842365997957,0.0019629039393476437
Argentina,Cordoba,2014,122.82,70.38,114.77,2.89,0.4,10.0,5.84,343.43,11867.96,184.89,26.45,77.5,0.0008426047947583242,0.0022286896821357674
Argentina,Cordoba,2014,137.44,88.74,112.65,1.86,3.0,10.92,3.52,186.95,12307.43,177.47,34.82,76.21,0.0008872689099186426,0.0028291852970116424
Argentina,Cordoba,2014,156.55,65.72,112.09,3.16,0.4,13.4,5.99,208.81,5952.49,201.97,32.09,74.98,0.0022511587587715396,0.0053910212364909485
Argentina,Cordoba,2014,134.32,83.04,124.82,1.39,1.82,12.39,5.74,386.15,7695.87,213.51,36.37,76.82,0.0016099544301034193,0.004725911430416574
Argentina,Cordoba,2014,153.71,94.75,115.47,0.68,1.84,11.82,6.8,342.95,8972.44,202.72,35.88,75.44,0.0013173674050759882,0.003998912224545386
Argentina,Cordoba,2014,117.23,58.21,89.03,0.52,0.98,9.73,3.44,179.22,11747.73,167.94,30.67,77.54,0.0008282451162905515,0.0026107171342889222
Argentina,Cordoba,2014,156.8,83.3,151.13,3.68,1.06,11.73,3.96,374.38,11092.65,167.76,28.39,75.3,0.0010574569647469271,0.0025593523639527074
Argentina,Cordoba,2014,134.35,63.92,129.37,1.45,0.48,11.26,6.85,63.54,7233.29,198.69,32.75,76.17,0.0015566913534505046,0.004527676893916876
Argentina,Cordoba,2015,113.42,55.61,85.56,0.72,1.61,7.72,4.82,76.71,8108.28,157.42,36.0,77.59,0.0009521131485345844,0.0044399058739954715
Argentina,Cordoba,2015,71.74,38.02,69.21,1.45,2.78,4.76,9.14,134.05,5746.59,166.51,41.16,80.49,0.0008283173151381949,0.00716250854854792
Argentina,Cordoba,2015,149.77,101.08,156.17,3.09,0.94,7.29,4.68,377.21,14147.85,168.13,25.59,75.77,0.0005152726385987976,0.0018087553939291129
Argentina,Cordoba,2015,145.61,75.53,119.2,3.05,1.46,9.42,3.55,165.86,11051.05,168.86,30.29,75.62,0.0008524076897670357,0.002740916021554513
Argentina,Cordoba,2015,100.94,52.54,93.93,3.46,2.28,6.19,8.83,387.11,6077.58,176.54,37.29,79.04,0.0010184974940683628,0.006135665840680008
Argentina,Cordoba,2015,97.38,65.31,77.8,3.23,2.21,4.5,6.54,305.94,8371.53,144.82,35.04,79.12,0.0005375361493060408,0.004185614815929704
Argentina,Cordoba,2015,188.02,116.14,157.71,2.81,0.39,9.71,4.5,97.36,11464.62,159.0,26.9,72.66,0.0008469534969323013,0.0023463490285766117
Argentina,Cordoba,2015,140.2,71.8,122.36,2.59,2.22,6.83,8.37,188.32,12262.98,203.85,31.8,76.03,0.0005569608692177595,0.002593170664879173
Argentina,Cordoba,2015,75.36,30.75,65.33,1.33,0.8,4.35,4.23,258.81,12144.28,125.04,28.93,80.49,0.000358193322288353,0.002382191451448748
Argentina,Cordoba,2015,117.51,81.57,122.85,4.5,1.54,8.57,5.51,355.57,6879.49,159.14,33.25,77.88,0.0012457318783805195,0.004833207112736554
Argentina,Cordoba,2015,101.78,45.45,83.71,0.76,1.88,6.29,3.69,69.23,4213.06,123.01,40.68,78.35,0.0014929766013301495,0.009655689688729806
Argentina,Cordoba,2015,178.28,73.73,157.74,1.67,0.38,13.87,9.02,153.45,14128.18,275.99,25.33,73.42,0.000981725884013369,0.0017928707023834633
Argentina,Cordoba,2015,137.02,63.17,137.04,3.43,0.32,11.14,7.41,310.36,9704.57,216.67,27.83,76.49,0.0011479127874805377,0.0028677210839841436
Argentina,Cordoba,2015,92.27,40.1,82.42,1.12,1.73,10.6,4.29,229.25,9423.9,191.29,34.65,79.31,0.0011247997113721494,0.0036768216980231114
Argentina,Cordoba,2016,147.29,73.51,147.1,4.31,1.3,12.03,7.8,265.54,4920.79,233.87,34.68,75.71,0.0024447294032055827,0.007047648853131306
Argentina,Cordoba,2016,121.97,63.86,129.89,2.97,2.67,4.94,9.62,345.43,11236.65,175.55,33.82,77.56,0.0004396328087107813,0.0030097938442507333
Argentina,Cordoba,2016,160.45,77.66,153.66,2.41,2.77,10.07,4.97,63.65,11584.73,189.98,34.31,74.43,0.0008692477079742041,0.0029616572850640456
Argentina,Cordoba,2016,133.46,68.0,120.32,0.91,0.5,11.81,8.67,177.42,9826.21,220.78,30.77,76.46,0.0012018876046817645,0.0031314209649498637
Argentina,Cordoba,2016,174.33,97.2,132.22,2.07,2.61,13.62,7.69,244.28,11619.33,219.99,34.15,73.87,0.0011721846268244382,0.0029390679152756657
Argentina,Cordoba,2016,78.1,54.01,84.65,2.58,2.89,10.87,7.32,160.95,1842.21,208.86,44.25,80.12,0.005900521656054413,0.024020062859283143
Argentina,Cordoba,2016,93.46,55.32,66.27,1.09,0.57,7.22,4.97,308.22,7847.0,170.75,32.76,79.39,0.0009200968523002421,0.004174843889384478
Argentina,Cordoba,2016,204.08,128.02,215.58,4.04,1.66,9.89,9.79,274.34,14908.41,250.66,26.02,71.94,0.0006633839557672481,0.00174532361264548
Argentina,Cordoba,2016,49.06,21.03,45.93,0.7,2.5,4.97,3.58,171.06,6173.64,134.09,40.62,82.07,0.0008050356029830051,0.006579586759189068
Argentina,Cordoba,2016,58.89,40.46,41.43,0.63,2.65,5.81,4.11,196.89,6131.31,136.62,41.19,81.47,0.0009475952121161708,0.006717977071784006
Argentina,Cordoba,2016,56.7,35.54,59.91,1.92,1.84,6.25,5.85,372.95,5209.27,154.64,38.39,81.97,0.0011997842308039321,0.007369554659290073
Argentina,Cordoba,2016,122.01,63.32,103.22,1.81,2.57,13.93,4.38,158.5,4992.83,192.37,40.89,77.18,0.002790000861235011,0.008189744093029404
Argentina,Cordoba,2016,170.08,114.72,172.05,3.9,1.32,6.59,8.63,214.03,8346.98,172.15,31.71,74.09,0.0007895071031678524,0.003798978792329681
Argentina,Cordoba,2016,81.24,43.61,80.07,2.72,1.07,9.76,7.77,378.61,908.14,172.56,39.59,80.34,0.010747241614729007,0.04359459995154932
Argentina,Cordoba,2016,135.49,75.23,117.41,3.2,0.79,6.98,6.82,358.1,3151.5,173.4,36.01,76.68,0.002214818340472791,0.011426304934158337
Argentina,Cordoba,2016,127.89,53.74,95.12,3.02,1.58,4.86,4.62,182.15,7115.37,146.1,34.61,76.84,0.0006830284300043428,0.00486411809926961
Argentina,Cordoba,2017,130.82,56.96,100.17,0.91,1.35,5.58,8.58,208.55,10767.65,173.4,32.35,76.7,0.0005182189242778137,0.003004369569961877
Argentina,Cordoba,2017,123.35,66.94,100.12,1.65,1.94,12.58,6.64,265.62,6576.53,209.75,37.6,77.31,0.0019128628623301346,0.0057173007649930895
Argentina,Cordoba,2017,80.56,46.89,84.03,1.69,0.85,6.9,7.64,302.39,1523.53,155.9,39.32,80.23,0.0045289557803259535,0.025808484243828478
Argentina,Cordoba,2017,155.66,86.81,145.36,0.54,2.62,10.12,7.13,116.5,9760.11,218.54,37.56,74.86,0.0010368735598266822,0.003848317283309307
Argentina,Cordoba,2017,142.52,77.1,105.33,4.16,2.76,6.56,9.8,180.11,2078.79,196.67,42.05,75.86,0.0031556819111117525,0.02022811346985506
Argentina,Cordoba,2017,127.5,73.24,89.82,0.72,1.86,10.58,3.47,349.07,6590.32,156.61,38.28,77.2,0.0016053848675026403,0.005808519161436774
Argentina,Cordoba,2017,183.2,98.6,194.51,2.57,0.7,5.64,8.1,223.57,13475.32,202.35,26.06,73.23,0.00041854293627164327,0.0019339058367445078
Argentina,Cordoba,2017,80.67,43.05,81.8,2.0,2.82,10.85,3.08,253.21,7518.38,174.14,38.94,80.13,0.001443130035991796,0.005179307244379773
Argentina,Cordoba,2017,138.12,70.54,135.99,1.29,1.31,8.97,8.2,169.16,8545.76,209.58,34.11,76.13,0.0010496433318979237,0.0039914530714646795
Argentina,Cordoba,2017,94.84,48.82,79.26,2.22,0.86,9.18,6.92,129.49,4612.81,179.1,35.75,78.94,0.0019901101497785513,0.0077501566290395655
Argentina,Cordoba,2017,144.4,87.03,144.84,2.78,2.87,6.15,6.43,92.9,5887.84,144.98,39.94,75.56,0.0010445256664583277,0.006783472376966765
Argentina,Cordoba,2017,122.74,57.38,108.34,4.46,2.64,6.78,5.22,358.32,5526.15,149.72,37.95,77.53,0.0012268939496756332,0.006867348877609186
Argentina,Cordoba,2017,136.57,70.81,96.03,1.66,2.07,13.68,8.65,382.94,4166.19,252.68,40.38,76.66,0.0032835756410533367,0.009692308800126736
Argentina,Cordoba,2017,109.9,49.08,102.5,2.98,0.79,4.92,5.46,280.66,6475.75,132.93,32.91,78.23,0.0007597575570397251,0.005082036829710844
Argentina,Cordoba,2017,113.35,72.23,96.05,2.72,1.9,4.74,7.86,170.09,2214.97,132.67,40.77,77.78,0.002139983837252875,0.018406569840675045
Argentina,Cordoba,2017,145.61,80.92,124.39,0.95,1.11,4.09,3.19,196.2,14296.17,129.43,28.09,75.69,0.00028609061028233435,0.001964861917562536
Argentina,Cordoba,2017,116.22,63.52,100.74,2.27,0.46,5.37,5.54,364.44,9175.47,134.75,29.94,77.98,0.0005852561231195787,0.003263048105437651
Argentina,Cordoba,2017,116.22,65.58,107.73,2.55,1.66,10.24,7.91,308.63,1172.93,178.74,41.26,77.87,0.008730273758877341,0.03517686477453897
Argentina,Cordoba,2018,97.71,68.14,84.89,1.1,0.37,6.38,4.65,331.0,10553.34,164.94,29.47,79.15,0.0006045479440632065,0.0027924808638781656
Argentina,Cordoba,2018,148.18,70.17,160.19,2.5,2.41,12.46,6.12,108.4,8869.09,227.11,35.87,75.34,0.0014048791927920453,0.0040443833583828775
Argentina,Cordoba,2018,130.22,63.1,134.99,2.01,1.22,13.29,6.31,359.35,11586.64,221.59,30.07,77.04,0.0011470106950763983,0.0025952303687695483
Argentina,Cordoba,2018,162.88,90.07,141.01,3.27,0.52,10.12,5.55,388.95,9422.71,187.23,28.87,74.92,0.0010740010039574602,0.0030638744055584864
Argentina,Cordoba,2018,125.67,74.28,128.79,4.01,1.39,9.7,5.81,376.43,1420.7,166.69,38.75,77.37,0.0068276201872316455,0.0272752868304357
Argentina,Cordoba,2018,84.31,52.27,92.46,4.3,1.75,4.89,5.29,62.31,1861.06,105.8,39.09,79.5,0.002627534845733077,0.021004158920185274
Argentina,Cordoba,2018,155.18,108.27,112.6,3.46,0.72,9.93,6.45,142.39,5535.57,196.3,33.17,74.94,0.0017938532075287641,0.005992156182651471
Argentina,Cordoba,2018,126.53,78.77,123.77,0.79,1.15,6.69,9.4,70.67,1814.13,184.96,40.84,76.71,0.0036877180797407023,0.02251216836720632
Argentina,Cordoba,2018,101.02,62.32,98.17,0.6,1.61,11.72,8.87,348.67,5942.68,240.6,38.29,78.96,0.001972174170576238,0.006443220903700014
Argentina,Cordoba,2018,107.14,49.64,98.88,3.78,0.75,8.9,3.08,314.19,5306.46,156.57,33.16,78.49,0.0016772009965212214,0.006248987083667831
Argentina,Cordoba,2018,184.51,102.93,187.47,4.0,2.11,9.52,9.62,224.47,9689.52,239.52,32.65,73.15,0.0009825048093197598,0.0033696199605346804
Argentina,Cordoba,2018,119.76,76.06,105.31,3.61,2.05,10.89,6.64,314.49,4744.31,182.8,37.79,77.64,0.002295381204010699,0.007965331101888367
Argentina,Cordoba,2018,159.32,70.33,141.58,1.05,2.01,9.89,5.92,79.47,9660.22,206.56,35.32,74.54,0.001023786207767525,0.003656231431582304
Argentina,Cordoba,2018,132.76,60.23,102.1,3.48,1.54,11.57,8.92,73.47,3311.42,204.8,37.84,76.3,0.0034939693545367246,0.011427121899366436
Argentina,Cordoba,2018,115.84,64.89,122.42,0.94,0.8,9.7,3.41,308.3,10474.78,150.53,30.99,77.89,0.0009260337687283168,0.0029585346899887155
Argentina,Cordoba,2018,147.42,98.83,142.34,3.98,2.94,9.58,8.67,323.58,7602.79,208.35,37.23,75.82,0.0012600637397586938,0.004896886537705237
Argentina,Cordoba,2018,93.94,57.04,73.65,0.68,2.21,11.04,7.74,312.1,8950.44,194.78,36.98,79.36,0.001233458913751726,0.004131640455664749
Argentina,Cordoba,2018,140.98,83.76,106.8,0.96,2.94,10.25,7.75,79.53,6198.24,200.95,41.65,75.76,0.0016536952425204574,0.00671964944887581
Argentina,Cordoba,2018,112.56,77.13,104.1,2.92,1.13,8.86,8.96,217.36,1219.13,182.92,39.26,77.93,0.007267477627488454,0.03220329251187322
Argentina,Cordoba,2018,168.71,77.28,143.59,2.63,1.97,10.23,4.18,357.94,14691.32,190.41,28.6,74.47,0.0006963295333571116,0.0019467277276650431
Argentina,Cordoba,2018,107.38,55.42,78.61,2.83,1.24,13.31,5.58,154.57,2922.59,181.54,37.96,78.15,0.0045541796830893145,0.012988479396699502
Argentina,Cordoba,2018,90.49,42.46,93.82,2.41,1.54,4.13,6.59,272.1,4236.17,133.14,37.97,79.51,0.0009749372664458696,0.008963285231706943
Argentina,Cordoba,2018,85.92,40.79,87.41,3.61,2.53,4.43,3.13,71.69,5548.79,109.16,38.42,79.42,0.0007983722577354702,0.0069240320862746655
Argentina,Cordoba,2019,146.3,75.3,124.74,2.81,2.97,5.81,7.32,71.98,6243.3,165.46,39.86,75.39,0.000930597600627873,0.006384444124101036
Argentina,Cordoba,2019,144.46,94.19,154.52,1.58,1.46,13.66,5.33,95.56,7991.89,190.07,34.82,75.56,0.0017092327346847867,0.0043569168244307665
Argentina,Cordoba,2019,173.09,87.4,188.55,1.48,1.3,8.8,4.96,276.61,13776.91,197.46,28.64,74.01,0.0006387499083611638,0.002078840610848151
Argentina,Cordoba,2019,161.1,96.97,145.77,3.73,0.93,4.99,8.08,263.46,6585.42,165.9,32.47,74.79,0.0007577345104792102,0.004930589089230451
Argentina,Cordoba,2019,143.0,61.36,148.47,2.91,2.43,5.36,8.93,318.13,4304.96,189.54,40.08,76.1,0.001245075447855497,0.009310191035456775
Argentina,Cordoba,2019,138.29,79.73,129.97,1.88,0.59,7.81,3.37,280.27,10814.15,152.56,29.07,76.34,0.0007222019298789087,0.002688144699306002
Argentina,Cordoba,2019,99.33,42.88,74.65,3.68,0.99,7.51,3.97,94.88,5326.9,123.69,33.97,78.57,0.0014098256021325725,0.00637706733747583
Argentina,Cordoba,2019,112.69,53.84,87.04,2.09,1.71,13.15,7.69,358.02,1968.33,232.72,41.08,78.2,0.006680790314632201,0.020870484115976487
Argentina,Cordoba,2019,123.17,64.91,131.25,4.06,2.47,7.48,4.9,335.42,8751.78,158.57,34.59,77.46,0.0008546832758593109,0.00395233883849914
Argentina,Cordoba,2019,118.64,57.29,129.84,1.53,0.5,12.32,9.05,143.09,4632.2,220.49,35.34,77.38,0.0026596433660031954,0.007629204265791633
Argentina,Cordoba,2019,144.19,76.07,105.4,3.56,0.37,4.4,5.63,210.63,8786.18,144.38,28.77,75.81,0.0005007864623761408,0.003274460573309447
Argentina,Cordoba,2019,112.06,70.05,79.46,2.04,0.89,7.4,8.07,360.39,10763.91,209.13,29.87,78.25,0.0006874825226149235,0.0027750139122307785
Argentina,Cordoba,2019,127.53,61.55,120.75,3.36,0.64,12.68,3.1,231.78,11954.86,169.64,26.61,76.96,0.0010606565028783272,0.002225872992239139
Argentina,Cordoba,2019,145.75,58.82,157.15,2.8,1.5,5.55,9.12,206.42,11553.47,184.42,30.15,75.7,0.00048037516001686077,0.0026096055990105136
Argentina,Cordoba,2019,156.09,93.31,160.11,2.52,0.71,10.73,9.2,368.39,12442.58,232.44,27.16,75.33,0.0008623613430655058,0.0021828270342645977
Argentina,Cordoba,2020,130.4,63.3,103.6,2.27,0.5,13.75,9.04,291.54,5748.1,241.39,33.48,76.89,0.0023920947791444126,0.005824533324054904
Argentina,Cordoba,2020,96.5,42.09,95.98,0.76,0.55,6.09,3.43,191.73,11231.51,133.75,29.65,78.95,0.0005422245094381788,0.002639894368611166
Argentina,Cordoba,2020,117.0,67.69,87.85,4.5,2.22,9.94,4.73,276.03,5793.81,170.25,36.36,77.75,0.0017156240884668291,0.006275663164653311
Argentina,Cordoba,2020,154.85,105.22,113.68,2.39,0.54,10.69,4.34,173.03,8647.97,180.53,30.6,75.02,0.0012361282474384163,0.003538402654033259
Argentina,Cordoba,2020,164.5,97.37,142.43,3.46,2.22,4.11,8.63,199.75,11013.88,169.2,32.19,74.43,0.0003731654966278914,0.002922675750961514
Argentina,Cordoba,2020,78.88,52.28,77.94,1.25,2.24,6.77,3.16,83.21,2987.36,126.51,42.49,79.91,0.002266214985806866,0.0142232606716298
Argentina,Cordoba,2020,120.69,54.43,126.4,4.07,2.03,12.51,7.82,204.19,1734.32,225.5,40.29,77.36,0.007213201715946307,0.023231006965265925
Argentina,Cordoba,2020,149.97,72.8,114.3,4.15,2.16,5.74,5.03,93.36,11255.3,129.95,31.06,75.19,0.0005099819640524909,0.0027595888159356037
Argentina,Cordoba,2020,120.3,66.03,119.49,3.52,0.99,8.16,5.16,300.38,11751.94,176.66,27.71,77.58,0.0006943534429209135,0.002357908566585602
Argentina,Cordoba,2020,152.88,67.22,118.97,1.86,0.81,5.84,8.66,249.74,8017.2,160.09,32.56,75.31,0.000728433867185551,0.004061268273212593
Argentina,Cordoba,2020,105.53,51.02,87.64,2.24,2.1,11.53,4.36,277.22,12965.98,199.36,31.09,78.52,0.0008892501762304122,0.0023978133546403743
Argentina,Cordoba,2020,172.81,88.08,143.85,4.25,1.14,11.04,4.01,301.08,12861.27,179.51,26.3,74.08,0.0008583911231161463,0.002044899142930675
Argentina,Cordoba,2020,108.67,69.38,78.1,1.72,2.93,5.42,3.62,239.87,14228.91,154.17,32.85,78.23,0.0003809146308466355,0.0023086800043011025
Argentina,Cordoba,2020,94.65,38.87,66.85,2.82,2.87,9.07,6.21,289.04,7073.99,162.29,38.73,79.27,0.001282161835117098,0.005474986535180287
Argentina,Cordoba,2020,197.1,115.58,169.2,4.19,0.88,13.05,5.91,133.11,11320.58,203.42,27.13,72.13,0.0011527677910495753,0.0023965203196302663
Argentina,Cordoba,2020,168.22,109.64,156.89,3.66,2.17,7.21,5.93,79.34,14796.29,187.48,28.04,73.94,0.00048728431248644085,0.00189506964245767
Argentina,Cordoba,2021,150.24,68.69,141.19,2.16,1.6,11.05,5.04,220.55,14043.67,206.8,28.6,75.43,0.0007868313624572494,0.002036504702830528
Argentina,Cordoba,2021,88.69,56.52,93.5,1.04,2.23,5.82,6.35,380.83,14727.63,162.16,30.93,79.85,0.00039517559851788786,0.002100134237484239
Argentina,Cordoba,2021,145.76,71.98,145.1,0.9,0.77,8.64,5.07,73.41,14839.06,163.34,26.58,75.43,0.0005822471234700851,0.0017912185812308866
Argentina,Cordoba,2021,164.43,72.93,121.3,1.62,0.42,9.98,5.68,149.84,14077.6,196.58,25.56,74.34,0.0007089276581235438,0.0018156503949536852
Argentina,Cordoba,2021,146.45,63.63,116.01,1.22,1.29,9.5,9.45,218.84,11639.47,212.86,31.02,75.67,0.000816188365965117,0.0026650698012882033
Argentina,Cordoba,2021,63.2,27.49,44.99,1.88,2.15,11.43,3.81,136.09,1225.34,167.82,43.33,81.06,0.009328023242528604,0.035361613919401964
Argentina,Cordoba,2021,111.27,70.51,102.83,0.89,1.85,10.15,4.86,382.56,13709.21,190.25,30.94,78.35,0.0007403781837173696,0.00225687694622812
Argentina,Cordoba,2021,218.14,118.41,178.26,4.29,1.05,9.15,8.54,134.56,14108.87,211.63,24.76,70.73,0.0006485281953834715,0.0017549243844475143
Argentina,Cordoba,2021,151.98,74.71,150.1,2.83,2.6,12.22,5.71,236.55,4936.44,186.65,40.04,75.34,0.002475468151137257,0.00811110841010931
Argentina,Cordoba,2021,66.34,46.2,49.55,1.0,2.95,10.32,9.09,291.86,3349.13,204.21,44.5,81.16,0.003081397258392478,0.01328703275178927
Argentina,Cordoba,2021,79.43,41.78,76.43,1.73,2.58,9.73,6.59,143.04,1775.13,191.11,44.24,79.99,0.005481288694349146,0.024922118380062305
Argentina,Cordoba,2021,46.27,20.19,49.28,2.12,2.53,5.5,7.78,307.39,1949.39,173.25,43.52,82.53,0.002821395410872119,0.022324932414755385
Argentina,Cordoba,2021,107.99,68.8,106.3,1.4,1.26,12.82,9.72,106.63,4229.67,249.87,38.14,78.01,0.0030309693191194584,0.009017251936912336
Argentina,Cordoba,2021,156.63,80.92,119.24,2.24,1.32,13.11,5.14,122.52,12779.49,231.67,28.93,74.8,0.0010258625344203877,0.0022637836095180637
Argentina,Cordoba,2021,118.3,81.72,127.53,2.99,1.33,12.62,5.83,301.77,1624.16,178.7,39.37,77.72,0.007770170426558959,0.024240222638163725
Argentina,Cordoba,2021,125.46,72.86,135.19,4.31,2.08,6.57,5.27,282.14,895.36,117.15,41.02,77.2,0.007337830593280915,0.045813974267333815
Argentina,Cordoba,2021,166.84,103.49,126.61,0.84,1.28,6.45,8.68,315.71,11145.74,205.41,31.86,74.51,0.0005786964346916401,0.002858491226244287
Argentina,Cordoba,2021,141.05,77.24,143.48,3.51,2.64,6.34,4.24,74.15,10557.66,142.25,33.86,75.74,0.0006005118558468449,0.0032071500692388275
Argentina,Cordoba,2021,73.62,36.71,52.41,1.73,1.61,11.93,3.11,181.32,4755.92,154.26,38.36,80.45,0.002508452623256909,0.00806573701828458
Argentina,Cordoba,2022,125.8,57.69,107.38,3.87,1.97,5.87,5.02,354.28,3169.49,135.99,38.88,77.32,0.0018520329769142671,0.012266957775541177
Argentina,Cordoba,2022,170.58,81.94,129.97,2.56,1.32,13.31,6.49,319.71,14267.92,212.52,27.13,74.27,0.0009328619728734112,0.0019014684691251423
Argentina,Cordoba,2022,173.88,89.21,170.12,3.44,0.34,8.97,5.45,303.5,10637.46,190.45,26.96,74.02,0.0008432464140875737,0.002534439612463878
Argentina,Cordoba,2022,125.72,66.01,98.95,1.86,1.16,8.97,3.14,107.18,4291.78,146.02,37.34,76.83,0.0020900418940393035,0.008700352767383231
